time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2011-12-23T12:32:40.660Z,30.603,-113.974,10,4.9,mwc,158,134.7,,1.29,us,usp000jcj9,2015-03-24T01:24:07.699Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-12-04T15:35:37.860Z,26.006,-111.811,10,5.2,mwc,395,86.1,,0.96,us,usp000jbtq,2015-03-24T01:58:12.355Z,"Baja California Sur, Mexico",earthquake,,,,,reviewed,us,gcmt
2011-11-18T13:09:00.980Z,48.4693333,-119.6075,11.168,4.6,md,21,121,0.2138,0.26,uw,uw10831488,2016-09-01T18:43:34.819Z,"Washington",earthquake,0.87,0.94,0.04,21,reviewed,uw,uw
2011-11-08T02:46:57.000Z,35.531,-96.788,5,4.8,mwr,342,19.2,,,us,usp000jajb,2016-09-09T20:12:39.000Z,"Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-06T03:53:10.000Z,35.532,-96.765,5.2,5.7,mww,474,17.1,,,us,usp000jadn,2016-12-07T19:44:35.138Z,"Oklahoma",earthquake,,,,,reviewed,tul,us
2011-11-05T07:12:45.000Z,35.55,-96.764,3.1,4.8,mwr,322,17.2,,,us,usp000jac0,2016-09-09T20:12:27.000Z,"Oklahoma",earthquake,,,,,reviewed,tul,us
2011-10-27T06:37:09.300Z,39.604,-120.47,13.365,4.7,mh,0,,0.7978,,ci,ci11026045,2016-03-10T19:24:36.784Z,"23km S of Portola, CA",earthquake,,,,0,reviewed,ci,ci
2011-10-20T12:24:41.600Z,28.865,-98.079,5,4.8,mwr,220,30.6,,1.23,us,usp000j9kx,2015-03-24T01:38:08.559Z,"southern Texas",earthquake,,,,,reviewed,us,us
2011-10-03T22:36:32.390Z,31.157,-65.065,10,4.5,mb,109,66.5,,1.31,us,usp000j8w6,2014-11-07T01:46:02.825Z,"Bermuda region",earthquake,,,,44,reviewed,us,us
2011-09-10T22:07:28.950Z,28.094,-112.141,10,4.9,mwc,201,71.4,,1.41,us,usp000j7wf,2014-11-07T01:45:52.604Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-09-05T16:58:01.460Z,25.013,-106.715,10,4.5,mb,161,74.9,,1.29,us,usp000j7nj,2015-03-24T02:05:59.345Z,"Durango, Mexico",earthquake,,,,73,reviewed,us,us
2011-08-25T05:07:52.290Z,37.9468333,-77.9671667,6.81,4.5,mlg,26,76,,0.51,se,se609218,2016-04-08T14:10:07.567Z,"9km SSE of Louisa, Virginia",earthquake,1.4,1.3,1.642,4,reviewed,se,se
2011-08-23T17:51:04.250Z,37.9096667,-77.9363333,0.02,5.8,mw,23,80,,0.48,se,se609212,2016-12-07T19:59:09.986Z,"14km SSE of Louisa, Virginia",earthquake,1.9,2.4,,0,reviewed,se,se
2011-08-23T05:46:18.250Z,37.063,-104.701,4,5.3,mwr,187,26,,0.98,us,usp000j6wm,2016-12-07T20:01:44.638Z,"Colorado",earthquake,,1.8,,,reviewed,us,us
2011-08-22T23:30:19.870Z,37.032,-104.554,5,4.7,mwr,243,15.4,,1.23,us,usp000j6w4,2015-03-24T01:20:07.326Z,"Colorado",earthquake,,,,,reviewed,us,us
2011-07-26T19:40:27.590Z,24.957,-109.533,12.6,5.1,mwc,348,46.3,,1.14,us,usp000j5hx,2015-03-24T01:19:25.384Z,"Gulf of California",earthquake,,6.3,,,reviewed,us,gcmt
2011-07-26T17:44:20.380Z,25.101,-109.525,12,6,mww,379,81.3,,1.19,us,usp000j5hr,2015-06-30T16:59:03.875Z,"Gulf of California",earthquake,,,,,reviewed,us,us
2011-05-24T19:01:42.590Z,27.585,-111.563,10,5.1,mwc,167,87.5,,1.37,us,usp000j25c,2015-03-24T01:17:44.977Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-04-30T01:07:16.820Z,30.758,-105.751,10,4.6,md,30,131.4,,0.72,us,usp000j0sp,2014-11-07T01:44:39.334Z,"Chihuahua, Mexico",earthquake,,,,,reviewed,us,unm
2011-04-29T22:31:58.310Z,28.738,-113.125,10,5.2,mwr,267,80.4,,1.42,us,usp000j0sj,2014-11-07T01:44:39.305Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,us
2011-04-26T21:10:25.610Z,27.463,-111.533,11.2,5.3,mww,238,85,,1.36,us,usp000j0na,2015-03-24T01:16:59.712Z,"Gulf of California",earthquake,,7.8,,,reviewed,us,us
2011-04-20T18:21:44.420Z,27.424,-111.367,10,5,mwc,137,94.2,,1.47,us,usp000j0au,2015-03-24T02:08:15.352Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-04-18T15:38:03.890Z,32.461,-65.597,10,4.6,mb,74,77.7,,0.85,us,usp000j06z,2015-03-24T01:45:55.637Z,"Bermuda region",earthquake,,6.7,,46,reviewed,us,us
2011-03-24T19:06:17.920Z,24.993,-109.682,27.9,4.6,mb,29,114.2,,0.9,us,usp000hygp,2014-11-07T01:44:19.293Z,"Gulf of California",earthquake,,16.6,,10,reviewed,us,us
2011-03-24T17:25:32.730Z,25.295,-110.065,10,4.8,mb,75,70.4,,1.25,us,usp000hygc,2014-11-07T01:44:19.263Z,"Gulf of California",earthquake,,,,52,reviewed,us,us
2011-03-18T01:44:12.360Z,25.399,-109.687,10,4.5,mb,122,64.4,,1.38,us,usp000hxrt,2014-11-07T01:44:13.025Z,"Gulf of California",earthquake,,,,71,reviewed,us,us
2011-03-13T16:07:34.890Z,25.324,-109.773,10,4.6,mb,142,110.5,,1.11,us,usp000hwxf,2015-03-24T01:15:37.264Z,"Gulf of California",earthquake,,,,78,reviewed,us,us
2011-03-13T08:35:32.750Z,25.33,-109.521,10,5,mwc,30,147.1,,1.28,us,usp000hwts,2014-11-07T01:44:04.984Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-03-13T02:50:07.950Z,25.298,-109.767,10,4.6,mb,139,89.2,,1.19,us,usp000hwqx,2014-11-07T01:44:04.364Z,"Gulf of California",earthquake,,,,64,reviewed,us,us
2011-03-12T21:58:38.300Z,25.236,-109.815,10,4.5,mb,85,122,,1.29,us,usp000hwmg,2014-11-07T01:44:03.584Z,"Gulf of California",earthquake,,,,43,reviewed,us,us
2011-03-12T20:16:56.320Z,25.331,-109.465,10,5,mwc,77,136.1,,1.43,us,usp000hwkf,2015-03-24T01:15:35.913Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-03-12T17:54:15.370Z,25.391,-109.719,10,4.7,mb,128,117.8,,1.48,us,usp000hwjc,2014-11-07T01:44:03.186Z,"Gulf of California",earthquake,,,,93,reviewed,us,us
2011-03-12T17:13:00.590Z,25.379,-109.695,10,5.2,mwc,182,110.9,,1.41,us,usp000hwj1,2014-11-07T01:44:03.077Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-03-12T14:42:44.250Z,25.25,-109.544,10,4.5,mb,40,134.5,,1.38,us,usp000hwgp,2014-11-07T01:44:02.841Z,"Gulf of California",earthquake,,,,8,reviewed,us,us
2011-03-12T14:11:03.020Z,25.317,-109.738,10,5.4,mwc,193,53.8,,1.32,us,usp000hwgf,2015-03-24T01:15:34.521Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-03-12T13:25:59.840Z,25.209,-109.82,12.6,5.6,mwc,145,118.6,,1.36,us,usp000hwfy,2015-05-13T18:53:59.000Z,"Gulf of California",earthquake,,15.1,,,reviewed,us,gcmt
2011-03-12T12:53:23.430Z,25.165,-109.894,10,4.6,mb,46,75.3,,1.18,us,usp000hwfn,2014-11-07T01:44:02.443Z,"Gulf of California",earthquake,,,,43,reviewed,us,us
2011-03-12T12:03:41.140Z,25.138,-109.793,10,4.5,mb,117,110.7,,1.2,us,usp000hwf0,2014-11-07T01:44:02.350Z,"Gulf of California",earthquake,,,,68,reviewed,us,us
2011-03-01T02:19:46.900Z,38.814,-122.818,1.78,4.5,mh,5,243,1.139,0.74,ci,ci10900645,2016-03-10T08:22:18.610Z,"7km NW of The Geysers, CA",earthquake,21.87,27.08,,0,reviewed,ci,ci
2011-02-28T05:00:50.240Z,35.2686667,-92.3545,3.16,4.7,mw,19,54,,0.21,nm,nm608509,2016-04-08T12:51:18.302Z,"4km NE of Greenbrier, Arkansas",earthquake,0.5,0.4,1.334,2,reviewed,nm,nm
2011-02-20T19:34:39.980Z,32.0468333,-115.2518333,9.908,4.5,mw,5,310,0.3743,0.18,ci,ci14937988,2016-03-10T20:53:00.105Z,"22km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,1.58,31.61,,0,reviewed,ci,ci
2011-02-18T17:47:35.770Z,32.047,-115.0621667,14.929,5.07,mw,11,270,0.4246,0.26,ci,ci14937372,2016-03-10T08:21:53.297Z,"17km SSW of Estacion Coahuila, B.C., MX",earthquake,3.98,31.61,,6,reviewed,ci,ci
2011-01-26T00:11:28.000Z,31.236,-115.653,5,4.5,mb,55,181.9,,,us,usp000htnp,2016-03-14T20:12:39.979Z,"Baja California, Mexico",earthquake,,,,1,reviewed,ecx,us
2011-01-12T08:51:03.600Z,36.77,-121.499,4.756,4.5,mh,7,151,0.042,0.22,ci,ci10872533,2016-03-10T09:47:30.246Z,"9km SSE of San Juan Bautista, CA",earthquake,2.26,1.02,,0,reviewed,ci,ci
2011-01-12T02:38:13.600Z,27.01,-111.414,10,5,mwc,99,135.1,,1.35,us,usp000hsy7,2015-03-24T01:14:20.872Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-01-11T16:15:35.350Z,27.149,-111.546,10,4.5,mb,28,98.1,,1.2,us,usp000hsxh,2014-11-07T01:43:25.461Z,"Gulf of California",earthquake,,,,19,reviewed,us,us
2011-01-03T18:11:20.680Z,25.912,-110.558,10,5,mwc,37,84.4,,1.34,us,usp000hshu,2014-11-07T01:43:21.029Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2011-01-03T12:06:36.000Z,38.247,-112.34,5.4,4.6,mwr,134,33.4,,,us,usp000hsh5,2015-01-28T15:52:49.387Z,"Utah",earthquake,,,,,reviewed,slc,us
2010-12-11T12:52:26.310Z,32.1633333,-115.2638333,13.005,4.71,mw,13,250,0.2578,0.18,ci,ci14895612,2016-11-10T02:37:14.458Z,"11km SW of Alberto Oviedo Mota, B.C., MX",earthquake,2.48,1.12,,6,reviewed,ci,ci
2010-12-04T23:56:23.590Z,25.433,-109.904,11.7,5,mwc,218,61.5,,1.27,us,usp000hqhd,2016-11-10T02:36:59.225Z,"Gulf of California",earthquake,,5.5,,,reviewed,us,gcmt
2010-11-04T19:39:59.550Z,32.8645,-115.9973333,13.146,4.57,ml,64,39,0.03251,0.25,ci,ci10832573,2016-03-10T06:46:30.992Z,"14km N of Ocotillo, CA",earthquake,0.26,0.58,0.146,196,reviewed,ci,ci
2010-10-21T17:59:00.640Z,24.752,-109.26,10,5.3,mb,41,103.7,,1.32,us,usp000hncn,2014-11-07T01:42:44.593Z,"Gulf of California",earthquake,,,,2,reviewed,us,us
2010-10-21T17:53:13.570Z,24.696,-109.156,13,6.7,mwc,352,50.3,,1.21,us,usp000hncm,2016-11-10T02:35:06.398Z,"Gulf of California",earthquake,,,,,reviewed,us,us
2010-10-21T14:26:38.130Z,24.631,-109.186,2.6,4.9,mwc,134,84.7,,1.12,us,usp000hnce,2016-11-10T02:35:05.051Z,"Gulf of California",earthquake,,7.4,,,reviewed,us,gcmt
2010-10-20T03:39:28.950Z,24.722,-108.892,10,4.9,mwc,146,91.2,,1.4,us,usp000hnah,2016-11-10T02:34:57.250Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2010-09-20T00:30:02.400Z,32.0261667,-115.1083333,9.939,4.75,mw,9,272,0.4261,0.22,ci,ci14844244,2016-11-10T02:33:22.767Z,"21km SSW of Estacion Coahuila, B.C., MX",earthquake,4.9,31.61,,0,reviewed,ci,ci
2010-09-15T07:50:07.130Z,29.787,-114.141,10,5.3,mwc,270,78.1,,1.47,us,usp000hkrd,2016-11-10T02:33:10.619Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-09-15T06:09:53.380Z,32.1646667,-115.2466667,13.745,4.79,ml,11,255,0.2589,0.2,ci,ci10798845,2016-03-10T12:35:08.309Z,"10km SW of Alberto Oviedo Mota, B.C., MX",earthquake,2.7,1.39,0.197,363,reviewed,ci,ci
2010-09-14T10:52:18.000Z,32.0485,-115.1981667,9.939,4.96,mw,12,263,0.3808,0.21,ci,ci10798005,2016-11-10T02:33:08.000Z,"20km S of Alberto Oviedo Mota, B.C., MX",earthquake,1.95,31.61,,0,reviewed,ci,ci
2010-08-05T00:04:17.860Z,43.596,-110.391,5,4.8,mwr,120,24.6,,0.97,us,usp000hhj8,2015-03-24T01:38:53.208Z,"Wyoming",earthquake,,,,,reviewed,us,us
2010-07-07T23:53:33.480Z,33.4173333,-116.4746667,12.318,5.43,mw,112,19,0.09786,0.23,ci,ci10736069,2016-11-10T02:30:29.077Z,"20km NNW of Borrego Springs, CA",earthquake,0.16,0.35,,6,reviewed,ci,ci
2010-06-23T17:41:42.700Z,45.8835,-75.475,18.89,5.35,ml,56,82,,0.28,ld,ld2010062300,2016-11-10T02:29:48.618Z,"Ontario-Quebec border region, Canada",earthquake,0.25,0.31,0.2,,reviewed,ld,ld
2010-06-15T04:59:45.530Z,32.6995,-115.95,10.519,4.61,ml,60,121,0.1264,0.33,ci,ci14745932,2016-03-10T16:54:12.493Z,"6km SE of Ocotillo, CA",earthquake,0.48,1.26,0.178,397,reviewed,ci,ci
2010-06-15T04:26:58.240Z,32.705,-115.9113333,8.756,5.72,mw,45,71,0.05832,0.2,ci,ci14745580,2016-11-10T02:29:35.684Z,"8km ESE of Ocotillo, CA",earthquake,0.41,0.83,,7,reviewed,ci,ci
2010-06-14T07:02:27.440Z,32.2345,-115.3095,9.993,4.52,mw,16,240,0.4131,0.13,ci,ci10703133,2016-03-10T09:21:43.525Z,"13km W of Alberto Oviedo Mota, B.C., MX",earthquake,1.82,31.61,,6,reviewed,ci,ci
2010-06-13T03:08:57.090Z,33.3833333,-116.4158333,11.156,4.9,ml,85,19,0.1148,0.26,ci,ci10701405,2016-03-10T15:17:46.308Z,"15km NNW of Borrego Springs, CA",earthquake,0.22,0.6,0.125,410,reviewed,ci,ci
2010-05-26T19:39:29.120Z,25.498,-109.829,10,4.8,mwc,26,128.3,,1.24,us,usp000hd75,2016-11-10T02:28:43.094Z,"Gulf of California",earthquake,,,,,reviewed,us,gcmt
2010-05-22T17:33:17.900Z,32.6243333,-115.7683333,7.493,4.6,mw,32,131,0.04329,0.14,ci,ci14718764,2016-03-10T18:25:21.119Z,"18km WNW of Progreso, B.C., MX",earthquake,0.56,0.76,,6,reviewed,ci,ci
2010-05-22T17:30:58.170Z,32.6168333,-115.7563333,8.073,4.9,mw,38,132,0.0411,0.17,ci,ci14718756,2016-11-10T02:28:35.223Z,"17km WNW of Progreso, B.C., MX",earthquake,0.54,0.69,,0,reviewed,ci,ci
2010-05-19T00:38:59.780Z,32.6601667,-115.8253333,8.913,4.53,mw,32,80,0.008128,0.18,ci,ci10671989,2016-03-10T16:48:36.084Z,"18km ESE of Ocotillo, CA",earthquake,0.55,0.61,,0,reviewed,ci,ci
2010-05-11T23:08:28.010Z,27.763,-115.23,10,4.5,mb,96,91.6,,1.16,us,usp000hcn8,2014-11-07T01:41:28.820Z,"offshore Baja California Sur, Mexico",earthquake,,,,48,reviewed,us,us
2010-05-09T10:42:52.970Z,27.674,-115.191,10,4.8,mb,271,127.8,,1.25,us,usp000hcht,2015-03-24T02:30:49.434Z,"offshore Baja California Sur, Mexico",earthquake,,,,122,reviewed,us,us
2010-05-08T18:46:27.460Z,32.6755,-115.8101667,2.383,4.68,mw,43,88,0.02652,0.18,ci,ci10657549,2016-11-10T02:28:04.653Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.52,,7,reviewed,ci,ci
2010-05-08T18:33:10.750Z,32.6815,-115.7971667,5.955,4.8,mw,54,97,0.02883,0.24,ci,ci10657533,2016-11-10T02:28:04.120Z,"19km ESE of Ocotillo, CA",earthquake,0.37,31.61,,0,reviewed,ci,ci
2010-05-04T11:26:32.050Z,32.2636667,-115.2866667,14.059,4.68,ml,21,224,0.1562,0.26,ci,ci14692836,2016-03-10T18:18:55.828Z,"12km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,1.56,1.04,0.156,193,reviewed,ci,ci
2010-04-27T10:55:35.720Z,32.6921667,-115.8465,3.278,4.83,ml,43,56,0.02767,0.23,ci,ci14682004,2016-03-10T09:09:43.168Z,"14km ESE of Ocotillo, CA",earthquake,0.3,0.46,0.183,369,reviewed,ci,ci
2010-04-22T17:12:13.050Z,32.6595,-115.8075,5.315,4.63,ml,40,125,0.0165,0.21,ci,ci10629477,2016-03-10T01:39:06.970Z,"19km ESE of Ocotillo, CA",earthquake,0.41,0.34,0.133,408,reviewed,ci,ci
2010-04-15T23:59:38.000Z,41.703,-111.09,7.9,4.6,mwc,357,10.4,,,us,usp000hbfd,2016-11-10T02:27:09.570Z,"Utah",earthquake,,,,,reviewed,slc,gcmt
2010-04-15T10:20:46.910Z,32.096,-115.0111667,16.603,4.73,mw,7,311,0.2135,0.08,ci,ci10612285,2016-11-10T02:27:07.006Z,"11km S of Estacion Coahuila, B.C., MX",earthquake,2.62,1.51,,6,reviewed,ci,ci
2010-04-10T09:12:28.030Z,32.6753333,-115.7581667,9.715,4.5,mw,45,55,0.00853,0.2,ci,ci10597061,2016-03-10T01:31:19.910Z,"20km WNW of Progreso, B.C., MX",earthquake,0.35,0.52,,0,reviewed,ci,ci
2010-04-09T23:05:42.000Z,32.1818333,-115.245,12.267,4.7,mw,21,247,0.187,0.16,ci,ci10595133,2016-03-10T08:58:46.511Z,"9km SW of Alberto Oviedo Mota, B.C., MX",earthquake,1.16,1.37,,0,reviewed,ci,ci
2010-04-08T16:44:25.010Z,32.1646667,-115.2683333,9.985,5.29,mw,20,249,0.4901,0.2,ci,ci10589037,2016-11-10T02:26:47.599Z,"12km SW of Alberto Oviedo Mota, B.C., MX",earthquake,1.52,31.61,,6,reviewed,ci,ci
2010-04-06T10:06:37.750Z,32.6651667,-115.8106667,1.733,4.51,ml,39,158,0.07283,0.23,ci,ci14618772,2016-03-10T17:57:36.319Z,"19km ESE of Ocotillo, CA",earthquake,0.46,0.67,0.13,209,reviewed,ci,ci
2010-04-06T08:12:23.620Z,31.8315,-115.0126667,9.961,4.67,ml,9,289,0.8188,0.16,ci,ci14618236,2016-11-10T02:26:45.105Z,"40km S of Estacion Coahuila, B.C., MX",earthquake,5.92,31.61,0.152,273,reviewed,ci,ci
2010-04-06T04:12:21.260Z,32.5936667,-115.7738333,3.983,4.56,ml,34,195,0.06844,0.23,ci,ci14617100,2016-03-10T14:46:06.234Z,"18km W of Progreso, B.C., MX",earthquake,0.45,0.53,0.132,174,reviewed,ci,ci
2010-04-06T01:23:00.820Z,32.2151667,-115.0715,9.994,4.51,ml,7,263,0.5276,0.4,ci,ci14616380,2016-03-10T05:58:23.592Z,"7km WNW of Estacion Coahuila, B.C., MX",earthquake,4.77,31.61,0.229,189,reviewed,ci,ci
2010-04-05T13:33:05.360Z,32.6401667,-115.8018333,0.002,4.73,mw,36,188,0.06431,0.23,ci,ci14613212,2016-11-10T02:26:43.062Z,"21km ESE of Ocotillo, CA",earthquake,0.51,0.83,,6,reviewed,ci,ci
2010-04-05T11:14:14.890Z,32.6638333,-115.8088333,13.653,4.93,mw,37,160,0.07104,0.29,ci,ci14612516,2016-11-10T02:26:42.051Z,"19km ESE of Ocotillo, CA",earthquake,0.73,0.84,,0,reviewed,ci,ci
2010-04-05T03:15:24.770Z,32.6465,-115.8055,1.243,4.96,ml,35,181,0.06681,0.21,ci,ci14609660,2016-03-10T16:22:54.673Z,"20km ESE of Ocotillo, CA",earthquake,0.71,0.9,0.142,178,reviewed,ci,ci
2010-04-05T02:47:27.410Z,32.2851667,-115.3025,10.003,4.51,ml,15,239,0.5262,0.19,ci,ci30389759,2016-03-09T23:50:54.814Z,"13km SW of Delta, B.C., MX",earthquake,1.36,31.61,0.169,198,reviewed,ci,ci
2010-04-05T01:52:25.420Z,32.5933333,-115.7733333,4.085,4.68,ml,35,195,0.1369,0.23,ci,ci14608980,2016-03-10T04:21:03.120Z,"18km W of Progreso, B.C., MX",earthquake,0.64,0.67,0.159,74,reviewed,ci,ci
2010-04-05T01:25:34.670Z,32.1445,-115.1148333,10.015,4.64,mw,9,302,0.7162,0.19,ci,ci30213759,2016-03-10T05:55:58.330Z,"11km SSE of Alberto Oviedo Mota, B.C., MX",earthquake,1.51,31.61,,0,reviewed,ci,ci
2010-04-05T00:07:07.920Z,31.9788333,-115.1341667,9.994,5.22,ml,9,276,0.7555,0.38,ci,ci10148002,2016-03-10T10:19:37.359Z,"27km SSW of Estacion Coahuila, B.C., MX",earthquake,7.67,31.61,0.156,123,reviewed,ci,ci
2010-04-04T23:37:33.490Z,32.4623333,-115.5978333,9.966,4.7,ml,22,244,0.2158,0.25,ci,ci14607972,2016-03-10T21:27:54.418Z,"13km S of Progreso, B.C., MX",earthquake,1.16,31.61,0.156,181,reviewed,ci,ci
2010-04-04T23:25:07.190Z,32.2661667,-115.2925,9.987,5.38,mw,10,278,0.5296,0.3,ci,ci14607924,2016-03-10T10:19:31.451Z,"12km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,3.12,31.61,,6,reviewed,ci,ci
2010-04-04T23:17:13.080Z,32.2211667,-115.2906667,9.995,4.56,ml,8,259,0.5639,0.22,ci,ci10169094,2016-03-10T08:49:26.422Z,"11km W of Alberto Oviedo Mota, B.C., MX",earthquake,2.61,31.61,0.11,11,reviewed,ci,ci
2010-04-04T23:15:14.240Z,32.3,-115.2595,9.987,5.43,mw,8,254,0.4955,0.23,ci,ci14607836,2016-03-09T23:50:41.115Z,"9km SW of Delta, B.C., MX",earthquake,1.8,31.61,,4,reviewed,ci,ci
2010-04-04T23:09:40.110Z,32.204,-115.3328333,9.979,4.79,ml,9,284,0.6059,0.17,ci,ci14607820,2016-03-10T05:55:43.246Z,"16km W of Alberto Oviedo Mota, B.C., MX",earthquake,2.12,31.61,0.18,305,reviewed,ci,ci
2010-04-04T22:50:17.120Z,32.0986667,-115.0481667,10.011,5.7,mw,5,296,0.7811,0.33,ci,ci31957759,2016-03-10T08:49:23.877Z,"12km SSW of Estacion Coahuila, B.C., MX",earthquake,3.14,31.61,,4,reviewed,ci,ci
2010-04-04T22:43:00.430Z,32.4533333,-115.632,9.981,5.26,ml,16,239,0.3162,0.26,ci,ci10184394,2016-03-10T16:22:28.400Z,"15km SSW of Progreso, B.C., MX",earthquake,1,31.61,0.11,13,reviewed,ci,ci
2010-04-04T22:40:42.360Z,32.2861667,-115.2953333,9.987,7.2,mw,10,239,0.5137,0.11,ci,ci14607652,2016-11-10T02:26:40.538Z,"12km SW of Delta, B.C., MX",earthquake,1.81,31.61,,0,reviewed,ci,ci
2010-03-30T09:14:10.460Z,31.276,-114.049,10,4.6,mb,38,160.6,,1.17,us,usp000ha4x,2014-11-07T01:41:06.521Z,"Baja California-Sonora border region, Mexico",earthquake,,,,8,reviewed,us,us
2010-03-06T08:47:37.870Z,40.32,-124.733,12.543,4.5,mh,6,293,5.654,0.07,ci,ci14597412,2016-03-10T05:53:51.443Z,"49km SW of Ferndale, CA",earthquake,4.68,31.61,,0,reviewed,ci,ci
2010-03-06T08:46:24.020Z,40.327,-124.705,12.4,4.5,mwr,133,165.4,,,us,usp000h8tp,2015-01-28T12:47:00.405Z,"offshore Northern California",earthquake,,,,,reviewed,nc,brk
2010-02-04T20:20:21.970Z,40.4123333,-124.9613333,23.048,5.88,mw,41,233,0.4803,0.19,nc,nc71348851,2016-12-08T18:01:09.595Z,"61km WSW of Ferndale, California",earthquake,1.42,7.41,,7,reviewed,nc,nc
2010-01-10T00:27:39.320Z,40.652,-124.692,29.3,6.5,mwc,330,31.4,,,us,usp000h5we,2016-11-10T02:22:32.974Z,"offshore Northern California",earthquake,,,,,reviewed,nc,us
